horseID,name,country_age,owner,import_type,color_sex,sire,dam,dam_sire,url
J253,THE PERFECT MATCH,NZ / 3,Mr & Mrs Peter Kung,PPG,Bay / Gelding,Complacent,Thunderchine,Thunder Gulch,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J253
J272,YUEN LONG ELITE,AUS / 3,Friend of Yuen Long Merchants Assn Syndicate,PPG,Brown / Gelding,Grunt,Tuscadero,Sebring,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J272
H392,AMAZING DUCK,AUS / 4,Grinders' Racing Club Syndicate,PP,Bay / Gelding,Cluster,Grand City,Ilovethiscity,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H392
E082,DURHAM STAR,AUS / 7,Harilela Racing Syndicate,PPG,Bay / Gelding,Deep Field,Freestyle,Snippets,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E082
H153,EURO ROCKS,NZ / 5,Li Yiu Keung,PP,Bay / Gelding,Swiss Ace,Melroy,Commands,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H153
J153,FORTUNE WHISKEY,NZ / 3,"Alan Tsang Ping Sing, Fiona Tsang Wai Sze, Claudia Tsang Hei Man & Derek Tsang Wai Tik",PP,Bay / Gelding,Embellish,Champagne Katie,Darci Brahma,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J153
J143,GIANT LEAP,AUS / 3,Giant Leap Syndicate,PPG,Chestnut / Gelding,Capitalist,Malakiya,Redoute's Choice,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J143
J532,J532,AUS / 4,Merry Gang Syndicate,PP,Bay / Gelding,Universal Ruler,True Storm,Hurricane Sky,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J532
H134,LEAN MASTER,GB / 4,Cheng Wan Wai & Cheng Tsz Yan,PP,Bay / Gelding,Havana Grey,Fair Maiden,Carnegie,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H134
J093,SHANGHAI STYLE,NZ / 3,Shanghai Fraternity Racing Syndicate,PPG,Bay / Gelding,Belardo,Cantata,Stravinsky,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J093
J161,SKY TRUST,AUS / 3,"Bryan Kwan Hon Ming, Jessica Kwan Mun Hang, Jeffrey Kwan Chun Ming & Dora Kwan Man Ting",PPG,Brown / Gelding,So You Think,Humble,Exceed And Excel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J161
J242,AFFORDABLE,AUS / 4,Dr Gene Tsoi Wai Wang,PP,Bay / Gelding,Hardham,Preventable,Anabaa,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J242
E107,CORDYCEPS ONE,AUS / 6,Royal Elitist Team Syndicate,PPG,Bay / Gelding,Hinchinbrook,Shamardal Gold,Shamardal,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E107
J015,FIGHTING MACHINE,NZ / 4,Anthony Cheung Hin Shun,PPG,Brown / Gelding,War Decree,Udiditagain,D'Cash,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J015
H323,GALLANT VALOUR,AUS / 3,Equity Syndicate,PPG,Bay / Gelding,Heroic Valour,Lassila,Magic Albert,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H323
G406,LAUGH TALE,GB / 5,Michael Lee Chak Hol,PP,Bay / Gelding,New Approach,Sharnberry,Shamardal,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G406
E245,MARADO,NZ / 7,DBS 78 Syndicate,PPG,Bay / Gelding,Pins,Front Lady,Zabeel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E245
H073,SATIRICAL GLORY,AUS / 5,"Dr Silas S S Yang, Wong Tak Wai & Ho Chi Keung",PP,Bay / Gelding,So You Think,Satirical Lady,Giant's Causeway,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H073
E432,SERGEANT PEPPER,AUS / 6,Athy Ngai Sze Yin,PP,Bay / Gelding,I Am Invincible,Resonates,Teofilo,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E432
E397,SNOWALOT,NZ / 6,HK Football Club Horse Racing Syndicate,PPG,Bay / Gelding,Contributer,Snowdonia,Peintre Celebre,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E397
J120,TOP SCORER,AUS / 3,Wine and Dine Syndicate,PPG,Chestnut / Gelding,Shooting To Win,Jaylo,Helmet,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J120
G230,CELTIC TIMES,IRE / 5,Albert Hung Chao Hong,PP,Chestnut / Gelding,Dawn Approach,Teoirim,Teofilo,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G230
G229,FOREVER GLORIOUS,GB / 6,Lau Ng Mui Chu,PPG,Bay / Gelding,Archipenko,Aksaya,Sea The Stars,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G229
J232,FUN N FUN TOGETHER,NZ / 3,So Kai Sing,PPG,Bay / Gelding,Charm Spirit,Musigny,Reset,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J232
G249,HAPPY SOUL,AUS / 5,Tseng Jor Hai,PPG,Bay / Gelding,Shooting To Win,Raitza,Reset,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G249
H028,KA YING WARRIOR,AUS / 5,Leung Shek Kong,PPG,Brown / Gelding,Written Tycoon,Dawaa,Lonhro,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H028
G112,LUCKY GOLD,NZ / 6,Law Yung Koon,PP,Bay / Gelding,Iffraaj,Kitt Ann Miss,Rock Of Gibraltar,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G112
J256,MY WISH,AUS / 3,"Ada Che Xiao Hong, Suki Tang Xianfang & Ruby Hui Like Sea",PPG,Bay / Gelding,Flying Artie,Set The Tone,Reset,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J256
J418,NEW FUTURE FOLKS,NZ / 3,So Wing Keung,ISG,Bay / Gelding,Savabeel,Kona,New Approach,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J418
J320,SUPER INFINITY,AUS / 3,Elizabeth Lee Ho Ling,PPG,Chestnut / Gelding,Star Witness,Annonay,Fastnet Rock,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J320
H388,VOLCANIC SPARK,NZ / 4,Thomas Lee Ching Kuen,PPG,Bay / Gelding,Wrote,Peggy Hookham,Joyeux Danseur,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H388
H066,ATOMIC BEAUTY,FR / 5,Junbon Chan Chun Bong,PP,Bay / Brown / Gelding,Wootton Bassett,Loyale,Turtle Bowl,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H066
J066,AURORA LADY,AUS / 3,Alexander Leung Ho Yin,PPG,Bay / Gelding,Star Witness,Cool Snitzel,Snitzel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J066
H231,CAMINO,NZ / 4,Nisa Leung & James Lin,PPG,Bay / Gelding,Charm Spirit,Fluorescent,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H231
H366,CHAMPION METHOD,AUS / 3,Ho Tai Hing,PPG,Bay / Gelding,I Am Invincible,Hijack Hussy,Hussonet,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H366
J312,COLOURFUL WINNER,AUS / 3,Gigi Wong Fook Chi,PPG,Brown / Gelding,Frosted,Highchap Dancer,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J312
H159,GOLDEN LUCK,NZ / 4,"Chan Kam Shing, Wu Kai Char, Marrick Wong Chi Ming & Jermann Lai Tze Man",PPG,Bay / Gelding,Per Incanto,Creil,Frenchpark,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H159
J280,HAROLD WIN,NZ / 3,Harold Syndicate,PPG,Bay / Gelding,Swiss Ace,Musically,Belong To Me,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J280
H444,MISSION VOICE,AUS / 3,Alright Racing Syndicate,PPG,Bay / Brown / Gelding,Vancouver,Jive Talk,Commands,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H444
E323,REGENT GLORY,AUS / 6,Chan Chau Fai,PPG,Bay / Gelding,All American,Amphlett,Rock Of Gibraltar,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E323
G261,SAVVY CHIC,AUS / 5,Julian Hui Chun Hang & Michele Monique Reis,PPG,Brown / Gelding,Capitalist,Slumber Party,Snitzel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G261
J110,STAR LINE,AUS / 3,Adrian Hassan,PP,Bay / Gelding,Dissident,Miss Delima,Swiss Ace,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J110
H341,STREET CONQUEROR,AUS / 4,Eden Wong Chi Hong & Anita Chu Suk Ching,PP,Chestnut / Gelding,Street Boss,Spirit Of Carbine,Danehill Dancer,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H341
H394,SUGAR BALL,AUS / 4,"Lau Po Keung, Yee Shun Hung, Yeung Wai Kwong & Ben Lau Hung Toa",PP,Bay / Gelding,Deep Field,Miss Vinnoire,Blackfriars,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H394
J332,TELECOM POWER,AUS / 3,"Cheung King Shek, Billy Cheung King Shan, Bobby Cheung King Chuen & Sunny Cheung King Fung",PP,Bay / Gelding,Rubick,Dream Genie,Rip Van Winkle,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J332
G150,TURIN WARRIOR,AUS / 6,Lam Suet Wan,PP,Bay / Gelding,Not A Single Doubt,Siwa,Green Desert,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G150
J453,ALL EYES ON ME,NZ / 3,Enrico Chow Yue Hin & Jennifer Ng Mau Yee,PPG,Bay / Gelding,Proisir,Wentwood Parade,Perfectly Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J453
J478,ALLURING LAOS,AUS / 3,Lam Suet Chung,PPG,Bay / Brown / Gelding,Flying Artie,Stevenson,Teofilo,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J478
H401,AMAZING RUN,AUS / 4,Nicola Chu Ming Nga,PP,Bay / Gelding,Zoustar,Global Glamour,Star Witness,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H401
J505,ARDEN,NZ / 3,Mr & Mrs James Tien Pei Chun,PPG,Bay / Gelding,Pariah,Alacer,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J505
J250,BEAUTIFUL WIN,NZ / 3,Sandia Yit Lau Ying Lam & Yit Kwok Leung,PPG,Bay / Gelding,Ace High,Sinnfonia,Sinndar,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J250
J157,BLAZING WIND,AUS / 3,Alexander Yue Ka Kuen,PPG,Bay / Gelding,Deep Field,Secretly Discreet,Lonhro,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J157
J448,BLUE BARON,NZ / 3,"Mark Fong Chung, Matthew Fong & Victoria Fong",PPG,Bay / Gelding,Burgundy,No More My Love,Iffraaj,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J448
J046,BROTHER CHENG,NZ / 4,Cheng Ying Yim,PPG,Chestnut / Gelding,Iffraaj,Voliera,Keeper,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J046
H417,CHARITY FOR ALL,AUS / 4,Charity Racing Syndicate,PPG,Bay / Gelding,Written Tycoon,Rolling Cloud,Fastnet Rock,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H417
H431,CHARITY GAIN,IRE / 4,Ng Wing Shuen & Ng Wing Yin,PPG,Bay / Gelding,Twilight Son,Stylos Ecossais,Aqlaam,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H431
J486,CHILL KAKA,AUS / 3,Kathleen Shi Pui Ka,PPG,Bay / Gelding,Shooting To Win,Attracted,Commands,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J486
J274,CIRCUS REEL,AUS / 3,Ng Wai Hung & Ng Chi Bun,PPG,Bay / Gelding,Highland Reel,Circus Polka,Stravinsky,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J274
J440,CLASSIC CENTURY,AUS / 3,Li Fung Lok,PPG,Bay / Gelding,Denman,Classic Vinegar,Al Samer,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J440
J523,CLUB ACE,AUS / 3,HK Club Racing Syndicate,PPG,Brown / Gelding,Toronado,Spot On Maggie,One Cool Cat,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J523
J322,CONFRINGO,AUS / 3,Calvin Cheng Ka Sing,PPG,Bay / Brown / Gelding,Trapeze Artist,Miss Amajardan,Hinchinbrook,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J322
J426,CORLEONE,AUS / 3,Martin Siu Kim Sun,ISG,Bay / Gelding,Dundeel,Whispering Brook,Hinchinbrook,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J426
J379,COSMO LIGHT,AUS / 3,Cosmo Club Syndicate,PPG,Brown / Gelding,Harry Angel,Classic Brassica,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J379
H327,DASH AVENUE,NZ / 4,Mr & Mrs Chan Chung Yin and Mr & Mrs Clevin Got Chong Key,PPG,Chestnut / Gelding,Turn Me Loose,Your Way,Thewayyouare,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H327
J378,DEAL COMPLETED,AUS / 3,Raymond Lee Wai Man,PPG,Bay / Gelding,Exceed And Excel,Rockzel,Zabeel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J378
J279,DRAGON AIR FORCE,NZ / 3,Au Kai Kwong & Michelle Jessica Au,PPG,Bay / Gelding,Swiss Ace,Best Of British,More Than Ready,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J279
J407,EVERYONE'S CLASSIC,AUS / 3,Yeung Chi Ming & Yeung Ching Ching,PPG,Bay / Gelding,Exosphere,Knead The Dough,O'Reilly,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J407
J480,EXCEED THE WISH,AUS / 3,Ivan Yau Wai Shing,PPG,Bay / Gelding,Maurice,Sharnee Rose,Nadeem,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J480
J390,FAMILY JEWEL,NZ / 3,"Tony Stradmoor, Billy Li Sze Kuen, Norman Stradmoor & Russell Stradmoor",PPG,Bay / Gelding,Time Test,Awesome,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J390
J355,FIRST LOVE,NZ / 3,Liu Man Ho,PPG,Bay / Gelding,Proisir,Pirinitete,Johar,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J355
J471,FLYING AKEED,AUS / 3,Lam King Wai,PPG,Bay / Gelding,Akeed Mofeed,Dream Beauty,Lacryma Cristi,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J471
J054,FOOLISH HEART,AUS / 4,Li Wai Yin & Gina Li Wai Shuen,PP,Brown / Gelding,Lonhro,Typhoon Tess,Redoute's Choice,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J054
H157,FURTHER FORWARD,AUS / 4,"Spencer Lam Chun Chin, Julia Lam Pui Yin, Dr Alison Lam Ming Yin & Mark Lam Chi Ching",PPG,Bay / Gelding,Darci Brahma,Smoulder,Traditionally,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H157
H320,GLORY CLOUD,NZ / 4,Fung Pak Kei,PPG,Bay / Gelding,Charm Spirit,Lucky's Revenge,Darci Brahma,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H320
J389,GOLD MASTER,AUS / 3,"Sherman Ting Wing Cheung, Tina Ting Tung Yan & Joyce Ting Tung Sum",PPG,Bay / Gelding,The Autumn Sun,High Lago,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J389
J499,GOOD CHAP,AUS / 3,Dr & Mrs Edmund Hon Hing Cheung,PPG,Chestnut / Colt,Deep Field,Pane In The Glass,Testa Rossa,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J499
J515,GROOVY FEELING,AUS / 3,Dr Anthony W K Chow & Michael Tong Hing Yuen,PPG,Bay / Gelding,Cable Bay,Cooper's Girl,Choisir,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J515
J117,HAPPY AGAIN,AUS / 3,Excellent Ride Syndicate,PPG,Bay / Gelding,Magnus,Siennas Fury,General Nediym,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J117
J240,HAPPY HOLIDAY,NZ / 3,Stephen Chan Pui Yan,PPG,Bay / Gelding,Turn Me Loose,Blumarju,Marju,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J240
J311,HAPPY PARK,AUS / 3,Wong Man Ching,PPG,Bay / Gelding,Duporth,Jevilla,Reward For Effort,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J311
J427,HAPPY SHOOTER,AUS / 3,23/24 Danny Shum Chap Shing Trainer Syndicate,ISG,Chestnut / Gelding,Deep Field,Whistling Dixie,Pins,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J427
J517,HONG LOK GOLF,AUS / 3,Jackie Wong See Sum,PPG,Bay / Gelding,Grunt,Sky Island,High Chaparral,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J517
J504,ICONICAL,AUS / 3,Ian Cheng Ka Ho,PPG,Bay / Gelding,Needs Further,Pleats,Green Desert,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J504
J103,INNOTECH STAR,NZ / 3,FITMI Syndicate,PPG,Bay / Gelding,War Decree,Platinum Recruit,Wanted,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J103
J497,IRON FIGHTER,NZ / 3,"Andrew Kwok Chi Wah, Tony To Hoi Kwok, William Ng Wing Hei & Danny Lau Tat Pong",PPG,Bay / Gelding,Darci Brahma,Bon Genie,Cape Cross,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J497
J479,ISLAND BREEZES,AUS / 3,Ng To,PPG,Bay / Gelding,Lean Mean Machine,Carashan Girl,Artie Schiller,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J479
J217,ISLAND BUDDY,AUS / 3,Ng Kun Man,PPG,Bay / Brown / Gelding,Brave Smash,Treatmelikealady,Real Saga,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J217
J484,J484,AUS / 3,Kenny Shu Kin Wai,PPG,Chestnut / Gelding,Russian Revolution,River Vixen,Hard Spun,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J484
J519,J519,AUS / 3,Invincible Gurus Syndicate,PPG,Brown / Gelding,Overshare,Madame Bookworm,Publishing,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J519
J524,J524,NZ / 3,Lam Ka Lai & Yeung Wing Shut,PPG,Bay / Gelding,Proisir,Ends Meet,Anabaa,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J524
J542,J542,NZ / 3,Dr & Mrs Tam Wing Kun,PPG,Brown / Gelding,Almanzor,Sacred Rhythm,Pentire,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J542
J543,J543,AUS / 3,Leung Kai Fai,PPG,Bay / Gelding,Brazen Beau,Balmodena,Good Journey,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J543
J546,J546,AUS / 3,Project Smart Syndicate,PPG,Bay / Gelding,Mendelssohn,Joka,Henrythenavigator,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J546
J547,J547,AUS / 3,DBS Goodban Syndicate,PPG,Chestnut / Gelding,Rich Enuff,Miss Two Pairs,Tough Speed,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J547
J548,J548,AUS / 3,Lyraa Ng Yin Mui,PPG,Brown / Gelding,Rubick,Shamana,Shamardal,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J548
J549,J549,NZ / 3,Jeetu Ramchandani,PPG,Bay / Gelding,Spill The Beans,Zanyetta,Tavistock,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J549
J476,LA MOMENTO,AUS / 3,Jianhua Li,PPG,Bay / Gelding,Deep Field,Just Meille,Lonhro,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J476
J359,LOVING VIBES,AUS / 3,Chow Ka Yee,PPG,Chestnut / Gelding,Zoustar,Volcada,Stravinsky,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J359
J338,LUCKY GENERATIONS,AUS / 3,Cheung Sui Ling,PPG,Chestnut / Gelding,Russian Revolution,Virani,Bernardini,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J338
J337,LUCKY IMPACT,AUS / 3,Vincent Leung Man Him,PPG,Bay / Gelding,Real Steel,Gifted Queen,Zoustar,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J337
J420,MARKWIN,AUS / 3,Happy Life Syndicate,ISG,Bay / Gelding,I Am Invincible,Mark Two,Pins,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J420
J516,MASTER PHOENIX,AUS / 3,Master Syndicate,PPG,Bay / Gelding,Divine Prophet,Millenium Star,Octagonal,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J516
J514,MAX QUE,AUS / 3,Ricky Ng Yu Chiu & To Ngo Fung,PPG,Bay / Gelding,Akeed Mofeed,New Sensation,Dolphin Street,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J514
J487,MEOWTH,AUS / 3,Liu Shun Hong,PPG,Chestnut / Gelding,Showtime,Avanti Rose,Ambidexter,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J487
H468,MILES OF STAR,AUS / 4,Mr & Mrs George Chang and George Hing Chang,PPG,Bay / Gelding,Press Statement,Loch Ness,Henrythenavigator,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H468
J477,NEWBORN MIRACLE,NZ / 3,Sin Kang Yuk & Benjamin Sin Ka Kiu,PPG,Chestnut / Gelding,El Roca,Donna Marie,Don Eduardo,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J477
J383,NOTTHESILLYONE,AUS / 3,Danny Law Man To,PPG,Bay / Brown / Gelding,Super One,Silly Sally,Myboycharlie,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J383
J283,OFFROAD MASTER,NZ / 3,Sheung Wan Friends Syndicate,PPG,Bay / Gelding,Time Test,Freight Train Jane,Nadeem,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J283
J454,PACKING ANGEL,NZ / 3,Exciting Racing Syndicate,PPG,Bay / Gelding,Shocking,Out Of The Barn,Sakhee's Secret,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J454
J447,PEARL OF PANG'S,NZ / 3,Dennis Pang Chi Ping,PPG,Bay / Gelding,Ardrossan,Squaw,Redwood,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J447
J475,PRECIOUS HILL,AUS / 3,Chan Kin Yip,PPG,Bay / Gelding,Deep Field,Joyfilly Ours,Highly Recommended,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J475
J228,RAGING RAPIDS,AUS / 3,Hayden Pong Hei Ting,PPG,Bay / Brown / Gelding,Zoustar,Liesele,Exceed And Excel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J228
H318,SEA AIR LEGEND,NZ / 4,Rich Style Syndicate,PP,Bay / Gelding,Belardo,Darci Dancer,Darci Brahma,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H318
H463,SPICY KNUCKLES,AUS / 3,Alex Ng Siu Ting & Zoe Yam Yee Lam,PPG,Chestnut / Gelding,Capitalist,Theorize,Snitzel,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H463
H350,SPONGE BABE,AUS / 4,Chan Ho Yee & Alfred Chan Ngo Fung,PPG,Bay / Gelding,Deep Field,Carlina,Fusaichi Pegasus,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2022_H350
J385,SPORTIC WARRIOR,AUS / 3,"Edmund Wong Yan Ming, Michael Lee To Ming, Wai Kwok Hung & Li Man King",PPG,Chestnut / Gelding,Capitalist,Consolari,Haradasun,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J385
G139,STORM LEGEND,IRE / 6,Mr & Mrs Boniface Ho Ka Kui,PP,Bay / Gelding,Night Of Thunder,Kymera,Fastnet Rock,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2021_G139
J223,SUNNY Q,AUS / 3,Matthew Wong Leung Pak,PPG,Bay / Gelding,Rich Enuff,Harmony Hall,Minardi,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J223
J148,SUPER BEN,AUS / 3,Kenneth Chung Kin Shu,PPG,Bay / Gelding,Hellbent,Speedy Natalie,Al Maher,https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2023_J148
